Bleaching,Ocean,Year,Depth,Storms,HumanImpact,Siltation,Dynamite,Poison,Sewage,Industrial,Commercial
0,Pacific,2015,5.0,0,2,1,0,0,1,0,0
0,Pacific,2015,10.0,0,2,1,0,0,1,0,0
0,Pacific,2010,5.0,0,2,1,0,0,1,0,0
0,Pacific,2010,6.0,0,2,1,0,0,1,0,0
0,Pacific,2010,5.1,0,2,1,0,0,1,0,0
0,Pacific,2010,6.1,0,2,1,0,0,1,0,0
0,Pacific,2014,5.0,0,2,1,0,0,0,0,1
0,Pacific,2014,10.0,0,2,1,0,0,0,0,1
0,Pacific,2015,5.0,0,2,1,0,0,0,0,1
0,Pacific,2015,10.0,0,2,1,0,0,0,0,1
0,Pacific,2014,5.0,0,2,1,0,0,0,0,1
0,Pacific,2014,10.0,0,2,1,0,0,0,0,1
0,Pacific,2010,5.0,0,1,2,0,0,1,0,1
0,Pacific,2010,8.0,0,1,2,0,0,1,0,1
0,Pacific,2010,5.1,0,1,2,0,0,1,0,1
0,Pacific,2010,8.1,0,1,2,0,0,1,0,1
0,Pacific,2012,5.0,0,3,1,3,2,1,0,1
0,Pacific,2016,6.4,1,1,1,0,0,1,1,2
0,Pacific,2016,6.4,1,1,1,0,0,1,1,2
0,Pacific,2013,6.0,1,1,1,0,0,2,1,1
0,Pacific,2014,5.0,0,2,1,0,0,1,0,0
0,Pacific,2015,4.9,0,2,1,0,0,1,0,0
0,Pacific,2010,2.2,0,2,1,0,0,1,0,1
0,Pacific,2010,4.5,0,2,1,0,0,1,0,1
0,Pacific,2010,3.0,0,2,1,0,0,1,0,1
0,Pacific,2010,11.5,0,2,1,0,0,1,0,1
0,Pacific,2014,5.0,0,3,1,0,0,0,0,0
0,Pacific,2014,10.0,0,3,1,0,0,0,0,0
0,Pacific,2015,5.0,0,2,1,0,0,1,0,0
0,Pacific,2015,10.0,0,2,1,0,0,1,0,0
0,Pacific,2010,5.0,0,3,1,0,0,0,0,1
0,Pacific,2010,5.1,0,3,1,0,0,0,0,1
0,Pacific,2010,7.0,0,3,1,0,0,0,0,1
0,Pacific,2014,5.0,0,3,1,0,0,0,0,0
0,Pacific,2014,10.0,0,3,1,0,0,0,0,0
0,Pacific,2015,5.0,0,2,1,0,0,1,0,0
0,Pacific,2015,10.0,0,2,1,0,0,1,0,0
1,Pacific,1999,3.0,0,2,0,2,2,1,0,0
1,Pacific,1999,10.0,0,2,0,2,2,1,0,0
0,Pacific,2002,3.0,0,3,0,3,3,1,0,0
0,Pacific,2002,10.0,0,3,0,3,3,1,0,0
0,Pacific,2003,3.0,0,3,2,3,3,1,0,3
0,Pacific,2003,10.0,0,3,2,3,3,1,0,3
0,Pacific,2008,5.0,0,1,2,0,0,1,0,1
0,Pacific,2002,3.0,0,3,0,3,3,1,0,0
0,Pacific,2002,10.0,0,3,0,3,3,1,0,0
0,Pacific,2002,3.0,0,3,0,3,3,1,0,0
0,Pacific,2002,10.0,0,3,0,3,3,1,0,0
0,Pacific,2003,3.0,0,3,0,3,3,1,0,3
0,Pacific,2003,10.0,0,3,0,3,3,1,0,3
0,Pacific,2006,2.0,0,3,3,0,0,1,0,0
0,Pacific,2006,4.7,0,3,2,0,0,1,0,2
0,Pacific,2006,3.0,0,3,3,0,0,1,0,0
0,Pacific,2006,3.3,0,3,2,0,0,1,0,2
1,Pacific,1999,3.0,0,2,0,3,1,0,0,0
0,Pacific,1999,10.0,0,2,0,3,1,0,0,0
1,Pacific,1999,3.0,0,3,0,3,2,1,0,0
0,Pacific,1999,10.0,0,3,0,3,2,1,0,0
0,Pacific,2005,6.0,0,0,0,0,1,0,0,1
0,Pacific,2005,10.0,0,0,0,0,1,0,0,1
0,Pacific,2005,3.0,0,0,0,0,1,0,0,1
0,Pacific,2005,10.0,0,0,0,0,1,0,0,1
1,Indian,1999,4.0,1,2,0,0,1,1,1,0
1,Indian,1999,9.0,1,2,0,0,1,1,1,0
1,Indian,1999,4.5,1,2,0,0,1,1,1,0
1,Indian,1999,11.0,1,2,0,0,1,1,1,0
0,Pacific,2005,6.0,0,1,1,0,0,0,0,0
0,Pacific,2005,12.0,0,1,1,0,0,0,0,0
0,Pacific,2001,10.0,0,1,0,0,0,0,0,0
0,Pacific,2006,1.7,0,3,1,0,0,3,0,1
0,Pacific,2006,5.0,0,2,0,0,0,0,0,0
0,Pacific,2006,2.3,0,1,1,0,0,0,0,0
0,Pacific,2006,5.0,1,2,1,0,0,3,0,0
0,Pacific,2006,1.7,0,2,0,0,0,0,0,0
0,Pacific,2005,3.0,0,1,1,1,1,0,0,1
0,Pacific,2005,10.0,0,1,1,1,1,0,0,1
0,Pacific,2005,3.0,0,1,1,1,1,0,0,1
0,Pacific,2005,10.0,0,1,1,1,1,0,0,1
0,Pacific,2005,3.0,0,1,1,1,1,0,0,1
0,Pacific,2005,10.0,0,1,1,1,1,0,0,1
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2014,6.0,0,1,1,2,1,0,0,0
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2005,3.0,0,1,0,1,1,1,0,1
0,Pacific,2005,10.0,0,1,0,1,1,1,0,1
0,Pacific,2006,3.0,0,1,0,1,1,1,0,1
0,Pacific,2006,10.0,0,1,0,1,1,1,0,1
0,Pacific,2005,3.0,0,1,0,1,1,1,0,1
0,Pacific,2005,10.0,0,1,0,1,1,1,0,1
0,Pacific,2014,6.0,0,2,2,2,2,3,0,0
0,Pacific,2006,3.0,0,1,0,1,1,1,0,1
0,Pacific,2006,10.0,0,1,0,1,1,1,0,1
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2004,3.0,0,2,3,2,2,1,0,2
0,Pacific,2004,10.0,0,2,3,2,2,1,0,2
0,Pacific,2001,5.0,0,1,0,0,0,1,0,0
0,Pacific,2016,5.0,0,2,1,0,0,1,0,1
0,Pacific,2016,10.0,0,2,1,0,0,1,0,1
0,Pacific,2014,4.0,1,1,1,0,0,1,0,0
0,Pacific,2014,10.0,1,1,1,0,0,1,0,0
0,Pacific,2001,12.0,1,1,0,0,0,1,0,0
1,Pacific,2002,10.0,0,1,0,0,0,0,0,0
0,Pacific,2003,11.5,0,1,0,0,0,0,0,0
0,Pacific,2001,4.0,0,2,0,0,0,3,0,0
0,Pacific,2001,8.0,0,2,0,0,0,3,0,0
0,Pacific,2002,3.0,0,3,0,0,1,2,0,0
0,Pacific,2006,5.0,0,2,3,0,0,1,1,1
0,Pacific,2006,9.0,0,2,3,0,0,1,1,1
0,Pacific,2012,7.0,1,2,0,0,0,1,0,0
0,Pacific,2012,10.0,1,2,0,0,0,1,0,0
0,Pacific,2007,4.0,1,0,0,0,0,0,0,0
0,Pacific,2007,10.0,1,0,0,0,0,0,0,0
0,Pacific,2007,3.0,0,2,1,0,0,0,0,0
0,Pacific,2007,11.0,0,2,1,0,0,0,0,0
0,Pacific,2006,4.6,0,2,1,0,0,0,0,0
0,Pacific,2006,8.0,0,2,1,0,0,0,0,0
0,Pacific,2005,4.0,1,1,1,0,0,1,0,0
0,Pacific,2005,10.0,1,1,1,0,0,1,0,0
0,Pacific,2006,3.9,0,1,0,0,0,0,0,0
0,Pacific,2006,11.0,0,1,0,0,0,0,0,0
0,Pacific,2006,4.9,0,2,1,0,0,0,0,0
0,Pacific,2006,11.0,0,2,1,0,0,0,0,0
0,Pacific,2007,4.5,1,2,1,0,0,0,0,0
0,Pacific,2007,10.0,1,2,1,0,0,0,0,0
0,Pacific,2005,5.0,1,1,1,0,1,0,0,1
0,Pacific,2005,12.0,1,1,1,0,1,0,0,1
0,Pacific,2007,6.0,0,2,1,0,0,0,0,1
0,Pacific,2007,10.0,0,2,1,0,0,0,0,1
0,Pacific,2005,3.0,1,1,0,0,0,0,0,0
0,Pacific,2005,2.2,1,1,0,0,0,0,0,0
0,Pacific,2007,3.5,0,2,2,0,0,1,0,0
0,Pacific,2007,11.0,0,2,2,0,0,1,0,0
0,Pacific,2006,5.5,0,1,1,0,0,0,0,1
0,Pacific,2006,8.6,0,1,1,0,0,0,0,1
0,Pacific,2005,3.0,1,2,2,1,1,1,0,1
0,Pacific,2005,10.0,1,2,2,1,1,1,0,1
0,Pacific,2005,6.0,0,2,2,1,1,1,0,1
0,Pacific,2005,10.0,0,2,2,1,1,1,0,1
0,Pacific,2006,5.1,0,2,2,0,0,1,1,0
0,Pacific,2006,11.0,0,2,2,0,0,1,1,0
0,Pacific,2007,3.5,0,0,0,0,0,1,1,0
0,Pacific,2007,11.0,0,0,0,0,0,1,1,0
0,Pacific,2005,3.0,0,2,1,0,1,0,0,0
0,Pacific,2005,12.0,0,2,1,0,1,0,0,0
0,Pacific,2006,6.0,0,1,1,0,0,0,0,0
0,Pacific,2006,11.0,0,1,1,0,0,0,0,0
0,Pacific,2007,4.0,0,1,1,0,0,0,0,0
0,Pacific,2007,11.0,0,1,1,0,0,0,0,0
0,Pacific,2005,8.0,0,2,1,0,1,0,0,0
0,Pacific,2005,10.0,0,2,1,0,1,0,0,0
0,Pacific,2012,8.5,1,2,0,0,1,1,0,0
0,Pacific,2007,4.0,1,1,0,0,0,0,0,0
0,Pacific,2007,10.0,1,1,0,0,0,0,0,0
0,Pacific,2006,3.0,1,2,3,2,2,1,0,1
0,Pacific,2006,3.0,1,2,3,2,2,1,0,1
0,Pacific,2006,9.3,0,1,2,1,0,0,1,1
0,Pacific,2006,9.3,0,1,2,1,0,0,1,1
0,Pacific,2006,10.0,0,2,2,1,0,0,1,0
0,Pacific,2006,9.3,0,1,2,1,0,0,1,1
0,Pacific,2006,6.0,0,1,1,1,0,0,0,0
0,Pacific,2006,6.0,0,1,1,1,1,0,0,0
0,Pacific,2006,3.3,0,1,1,0,0,0,0,0
0,Pacific,2010,9.5,0,0,0,0,0,0,0,1
0,Pacific,2006,9.3,0,1,1,1,0,0,0,0
0,Pacific,2006,5.0,1,2,3,0,1,1,0,2
0,Pacific,2006,4.0,1,2,3,2,1,1,0,2
0,Pacific,2006,3.3,0,1,1,0,0,0,0,0
0,Pacific,2006,5.0,1,2,3,0,1,1,0,2
0,Pacific,2006,9.3,0,1,1,1,0,0,0,0
0,Pacific,2010,6.0,0,1,0,0,0,0,0,1
0,Pacific,2010,10.0,0,2,1,0,0,0,0,1
0,Pacific,2010,8.0,0,1,0,0,0,0,0,0
0,Pacific,2004,5.0,0,2,1,2,1,2,0,2
0,Pacific,2004,10.0,0,2,1,2,1,2,0,2
0,Pacific,2003,5.0,1,1,1,1,0,0,0,1
0,Pacific,2003,10.0,1,1,1,1,0,0,0,1
0,Pacific,2010,9.0,0,1,0,0,0,0,0,1
0,Pacific,2009,8.0,0,1,1,0,0,0,0,1
0,Pacific,2010,9.0,0,1,0,0,0,0,0,1
0,Pacific,2004,5.0,0,2,1,2,1,2,0,2
0,Pacific,2004,10.0,0,2,1,2,1,2,0,2
0,Pacific,2004,5.0,0,2,1,1,1,1,0,2
0,Pacific,2004,10.0,0,2,1,1,1,1,0,2
0,Pacific,2009,9.0,0,1,1,0,0,0,0,1
0,Pacific,2003,10.0,0,2,1,3,2,1,0,3
0,Pacific,2003,5.0,0,2,1,3,2,1,1,3
0,Pacific,2003,10.0,0,2,1,3,2,1,1,3
0,Pacific,2010,10.0,0,1,0,0,0,1,0,0
0,Pacific,2010,9.0,0,1,0,0,0,0,0,2
0,Pacific,2003,5.0,0,2,0,2,1,0,0,3
0,Pacific,2003,10.0,0,2,0,2,1,0,0,3
0,Pacific,2010,8.0,0,1,0,0,0,0,0,0
0,Pacific,2007,6.0,0,1,0,0,0,0,0,0
0,Pacific,2007,12.0,0,1,0,0,0,0,0,0
0,Pacific,2003,5.0,0,1,1,1,0,0,0,1
0,Pacific,2003,10.0,0,1,1,1,0,0,0,1
0,Pacific,2006,4.0,0,1,0,0,0,0,0,0
0,Pacific,2006,8.0,0,1,0,0,0,0,0,0
0,Pacific,2006,6.5,0,1,1,0,0,1,0,0
0,Pacific,2005,10.5,0,2,0,0,0,1,0,0
0,Pacific,2007,5.0,0,1,0,0,0,0,0,0
0,Pacific,2007,10.0,0,1,0,0,0,0,0,0
0,Pacific,2006,4.7,0,1,3,0,0,1,0,1
0,Pacific,2005,3.0,0,1,0,1,1,1,0,1
0,Pacific,2005,10.0,0,1,0,1,1,1,0,1
0,Pacific,2006,3.5,0,1,3,0,0,0,0,1
0,Pacific,1998,3.0,1,2,0,0,0,0,0,0
0,Pacific,1998,10.0,1,2,0,0,0,0,0,0
0,Pacific,1999,3.0,1,2,0,0,0,0,0,0
0,Pacific,2001,3.0,1,2,0,0,0,0,0,0
0,Pacific,2001,10.0,1,2,0,0,0,0,0,0
0,Pacific,2002,3.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2004,3.0,1,2,0,0,0,0,0,2
0,Pacific,2004,10.0,1,2,0,0,0,0,0,2
0,Pacific,2006,5.0,0,1,3,0,1,1,0,1
0,Pacific,2004,5.0,0,2,1,2,1,2,0,2
0,Pacific,2004,10.0,0,2,1,2,1,2,0,2
0,Pacific,2006,6.0,0,1,2,0,0,1,0,3
0,Pacific,2003,5.0,0,1,0,3,0,0,0,1
0,Pacific,2003,10.0,0,1,0,3,0,0,0,1
0,Pacific,2004,10.0,0,1,2,2,0,0,0,2
0,Pacific,2004,5.0,1,2,2,2,0,0,0,2
0,Pacific,2004,10.0,1,2,2,2,0,0,0,2
0,Pacific,2003,5.0,0,0,0,2,0,0,0,0
0,Pacific,2003,10.0,0,0,0,2,0,0,0,0
0,Pacific,2006,5.0,0,1,3,0,1,1,0,1
0,Pacific,2004,4.0,1,0,0,0,0,0,0,0
0,Pacific,2004,7.0,1,0,0,0,0,0,0,0
0,Pacific,2006,3.8,0,1,1,2,1,1,0,1
0,Pacific,2005,4.7,0,1,0,1,1,0,0,2
0,Pacific,2004,5.0,0,3,3,2,2,2,0,2
0,Pacific,2003,10.0,0,2,1,3,2,1,1,1
0,Pacific,2003,5.0,0,2,1,3,2,1,1,1
0,Pacific,2003,10.0,0,2,1,3,2,1,1,1
0,Pacific,2003,10.0,0,1,1,2,2,1,0,2
0,Pacific,2007,6.0,1,0,0,0,0,0,0,1
0,Pacific,2007,10.0,1,0,0,0,0,0,0,1
0,Pacific,2008,6.0,1,0,0,0,0,0,0,1
0,Pacific,2008,10.0,1,0,0,0,0,0,0,1
0,Pacific,2009,6.0,1,0,0,0,0,0,0,1
0,Pacific,2009,10.0,1,0,0,0,0,0,0,1
0,Pacific,2010,6.0,1,0,0,0,0,0,0,1
0,Pacific,2010,10.0,1,0,0,0,0,0,0,1
0,Pacific,2011,6.0,1,0,0,0,0,0,0,1
0,Pacific,2011,9.0,1,0,0,0,0,0,0,1
0,Pacific,2012,6.0,1,0,0,0,0,0,0,1
0,Pacific,2012,9.0,1,0,0,0,0,0,0,1
0,Pacific,2014,6.0,1,0,0,0,0,0,0,1
0,Pacific,2014,9.0,1,0,0,0,0,0,0,1
0,Pacific,2005,3.0,0,1,0,1,1,1,0,1
0,Pacific,2005,10.0,0,1,0,1,1,1,0,1
0,Pacific,2006,7.0,0,1,1,2,1,0,0,2
0,Pacific,1999,3.0,1,1,0,0,0,0,0,0
0,Pacific,1999,10.0,1,1,0,0,0,0,0,0
1,Pacific,2001,6.0,1,1,0,0,0,0,0,0
1,Pacific,2001,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,6.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,6.0,1,0,0,0,0,0,0,1
0,Pacific,2003,10.0,1,0,0,0,0,0,0,1
0,Pacific,2004,6.0,1,0,0,0,0,0,0,1
0,Pacific,2004,10.0,1,0,0,0,0,0,0,1
0,Pacific,2004,6.0,1,0,0,0,0,0,0,1
0,Pacific,2004,10.0,1,0,0,0,0,0,0,1
0,Pacific,2005,6.0,1,0,0,0,0,0,0,1
0,Pacific,2005,12.0,1,0,0,0,0,0,0,1
0,Pacific,2006,6.0,1,0,0,0,0,0,0,1
0,Pacific,2006,10.0,1,0,0,0,0,0,0,1
1,Pacific,2001,5.5,0,1,0,0,0,2,0,0
0,Pacific,2005,4.1,0,1,0,1,1,0,0,2
0,Pacific,2004,5.0,0,3,3,2,2,3,0,2
0,Pacific,2004,10.0,0,3,3,2,2,3,0,2
0,Pacific,2000,3.0,1,1,0,0,0,0,0,0
0,Pacific,2000,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,0,3,3,1,1,3,0,2
0,Pacific,2003,10.0,0,3,3,1,1,3,0,2
0,Pacific,2006,6.0,0,2,0,0,0,1,0,2
0,Pacific,2003,5.0,0,1,0,1,0,0,0,0
0,Pacific,2003,10.0,0,1,0,1,0,0,0,0
0,Pacific,2003,10.0,0,3,3,2,2,2,1,2
0,Pacific,2006,5.0,0,1,1,0,0,1,0,2
0,Pacific,2005,3.0,0,0,1,1,1,1,0,1
0,Pacific,2005,10.0,0,0,1,1,1,1,0,1
0,Pacific,2003,5.0,0,2,1,2,0,0,0,0
0,Pacific,2003,10.0,0,2,1,2,0,0,0,0
0,Pacific,2004,5.0,0,1,1,2,1,1,0,1
0,Pacific,2004,10.0,0,1,1,2,1,1,0,1
0,Pacific,2006,4.2,0,1,2,2,0,0,0,0
0,Pacific,2003,5.0,0,1,0,2,0,0,0,0
0,Pacific,2003,10.0,0,1,0,2,0,0,0,0
0,Pacific,2005,3.0,0,2,2,3,1,0,0,1
0,Pacific,2005,10.0,0,2,2,3,1,0,0,1
0,Pacific,2003,10.0,0,1,0,2,1,1,0,0
0,Pacific,2003,5.0,0,0,0,2,0,0,0,2
0,Pacific,2003,10.0,0,0,0,2,0,0,0,2
0,Pacific,2005,3.0,0,0,1,1,1,1,0,1
0,Pacific,2005,10.0,0,0,1,1,1,1,0,1
0,Pacific,2003,5.0,0,1,0,3,0,0,0,1
0,Pacific,2003,10.0,0,1,0,3,0,0,0,1
1,Pacific,2001,4.0,0,1,0,0,0,2,0,0
1,Pacific,2001,2.0,0,1,0,0,0,2,0,0
0,Pacific,2003,5.0,0,1,0,1,1,0,0,1
0,Pacific,2003,10.0,0,1,0,1,1,0,0,1
0,Pacific,2008,12.0,0,2,1,0,0,1,0,0
0,Pacific,2008,15.0,0,2,1,0,0,1,0,0
0,Pacific,2008,9.0,0,2,0,3,2,0,0,2
0,Pacific,2008,13.0,0,2,0,3,2,0,0,2
0,Pacific,2014,10.0,1,1,1,0,0,1,0,0
0,Pacific,2006,10.4,0,1,1,1,1,2,0,0
0,Pacific,2006,7.0,0,1,0,0,0,0,0,0
0,Pacific,2007,6.0,0,1,1,0,0,0,0,0
0,Pacific,2007,7.0,0,1,1,0,0,0,0,0
0,Pacific,2008,4.5,1,2,1,0,0,1,0,0
0,Pacific,2008,9.0,1,2,1,0,0,1,0,0
0,Pacific,2006,5.0,0,1,1,0,0,0,0,0
0,Pacific,2006,8.0,0,1,1,0,0,0,0,1
0,Pacific,2006,8.7,0,1,1,0,0,0,0,1
0,Pacific,2007,3.6,0,1,0,0,0,0,0,0
0,Pacific,2007,7.0,0,1,0,0,0,0,0,0
0,Pacific,2005,9.0,0,1,0,1,1,0,0,0
0,Pacific,2005,6.0,0,1,0,1,1,0,0,0
0,Pacific,2012,11.5,1,2,1,2,1,2,0,2
0,Pacific,2006,4.0,0,0,0,1,0,0,0,1
0,Pacific,2008,3.0,0,1,1,0,0,0,0,0
0,Pacific,2008,6.0,0,1,1,0,0,0,0,0
0,Pacific,2006,7.5,0,1,1,2,1,1,0,2
0,Pacific,2008,4.5,1,2,1,0,0,0,0,0
0,Pacific,2008,9.5,1,2,1,0,0,0,0,0
0,Pacific,2008,9.0,0,2,1,0,0,0,0,0
0,Pacific,2004,5.0,0,1,0,0,0,0,0,1
0,Pacific,2004,10.0,0,1,0,0,0,0,0,1
0,Pacific,2004,6.0,1,2,0,1,2,1,0,1
0,Pacific,2005,5.0,1,2,0,1,2,1,0,1
0,Pacific,2006,4.6,0,1,0,0,0,0,0,0
0,Pacific,2006,6.0,0,1,0,0,0,0,0,0
0,Pacific,2008,5.0,1,3,1,0,0,0,0,0
0,Pacific,2008,10.0,1,3,1,0,0,0,0,0
0,Pacific,2008,4.0,1,1,1,0,0,0,0,0
0,Pacific,2008,8.0,1,1,1,0,0,0,0,0
0,Pacific,2007,3.0,0,1,0,0,0,0,0,0
0,Pacific,2007,3.4,0,1,0,0,0,0,0,0
0,Pacific,2008,3.0,0,2,1,0,0,0,0,0
0,Pacific,2008,7.0,0,2,1,0,0,0,0,0
0,Pacific,2008,3.5,1,2,1,0,0,0,0,0
0,Pacific,2008,3.5,1,2,1,0,0,0,0,0
0,Pacific,2008,6.0,1,1,0,0,0,0,0,0
0,Pacific,2008,10.0,1,1,0,0,0,0,0,0
0,Pacific,2004,6.0,1,0,1,0,0,0,0,0
0,Pacific,2005,8.0,0,2,0,0,0,1,1,2
0,Pacific,2004,6.0,1,1,1,0,0,0,0,2
0,Pacific,2005,3.0,0,1,0,0,0,1,0,0
0,Pacific,2005,10.0,0,1,0,0,0,1,0,0
0,Pacific,2006,6.0,0,1,0,0,0,0,0,0
0,Pacific,2006,12.0,0,1,0,0,0,0,0,0
0,Pacific,2006,4.0,0,1,0,0,0,0,0,0
0,Pacific,2006,10.0,0,1,0,0,0,0,0,0
0,Pacific,2007,5.0,1,2,0,0,0,0,0,0
0,Pacific,2007,11.0,1,2,0,0,0,0,0,0
0,Pacific,2006,3.0,0,1,0,0,0,0,0,0
0,Pacific,2006,8.7,0,1,0,0,0,0,0,0
0,Pacific,2007,4.0,0,1,0,0,0,0,0,0
0,Pacific,2007,5.0,0,1,0,0,0,0,0,0
0,Pacific,2005,3.5,0,1,0,3,2,1,0,1
0,Pacific,2005,3.2,0,1,0,3,2,1,0,1
0,Pacific,2004,4.0,1,2,1,1,0,0,0,0
0,Pacific,2005,6.0,1,2,1,1,0,0,0,0
0,Pacific,2006,3.5,0,1,0,0,0,0,0,0
0,Pacific,2006,6.0,0,1,0,0,0,0,0,0
0,Pacific,2007,4.0,0,1,0,0,0,0,0,0
0,Pacific,2007,5.0,0,1,0,0,0,0,0,0
0,Pacific,2008,6.0,1,1,0,0,0,0,0,0
0,Pacific,2008,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,0,0,0,1,1,0,0,1
0,Pacific,2003,10.0,0,0,0,1,1,0,0,1
0,Pacific,2005,3.0,0,2,0,1,1,0,0,2
0,Pacific,2005,10.0,0,2,0,1,1,0,0,2
0,Pacific,2010,9.0,0,1,0,0,0,0,0,0
0,Pacific,2004,10.0,0,1,1,1,1,2,0,2
0,Pacific,2010,10.0,0,1,0,0,0,1,0,1
0,Pacific,2008,6.0,1,2,1,2,2,0,0,2
0,Pacific,2008,6.0,1,2,1,2,2,0,0,2
0,Pacific,2008,5.0,0,1,0,1,0,0,0,0
0,Pacific,2008,5.0,0,2,1,2,2,0,0,2
0,Pacific,2008,4.0,1,1,0,1,0,0,0,0
0,Pacific,2008,6.0,1,1,0,1,0,0,0,0
0,Pacific,2010,9.0,0,1,0,0,0,0,0,0
0,Pacific,2005,3.0,0,2,0,1,1,0,0,1
0,Pacific,2005,10.0,0,2,0,1,1,0,0,1
0,Pacific,2010,9.5,0,1,0,0,0,0,0,0
0,Pacific,2010,9.0,0,1,0,0,0,0,0,0
0,Pacific,2010,10.0,0,1,0,0,0,0,0,0
0,Pacific,2010,10.0,0,1,0,0,0,0,0,1
0,Pacific,2003,10.0,0,1,1,2,2,1,0,2
0,Pacific,2004,5.0,0,1,0,1,0,0,0,1
0,Pacific,2004,10.0,0,1,0,1,0,0,0,1
0,Pacific,2005,3.0,0,2,0,1,1,0,0,1
0,Pacific,2005,10.0,0,2,0,1,1,0,0,1
0,Pacific,2008,6.0,0,2,0,3,2,0,0,2
0,Pacific,2008,12.0,0,2,0,3,2,0,0,2
0,Pacific,2007,6.0,0,1,3,1,2,1,0,0
0,Pacific,2007,10.0,0,1,3,1,2,1,0,0
0,Pacific,2004,5.0,0,2,1,2,1,2,0,2
0,Pacific,2004,10.0,0,2,1,2,1,2,0,2
0,Pacific,2006,6.0,0,2,1,1,2,0,0,2
0,Pacific,2006,3.0,1,3,1,2,2,0,0,2
1,Pacific,2002,6.0,1,3,0,3,2,1,0,0
1,Pacific,2002,12.0,1,3,0,3,2,1,0,0
0,Pacific,2003,6.0,1,3,1,2,2,2,0,0
0,Pacific,2003,8.6,1,3,1,2,2,2,0,0
0,Pacific,2004,4.0,1,1,1,2,2,2,0,1
0,Pacific,2004,7.0,1,1,1,2,2,2,0,1
0,Pacific,2005,3.5,1,1,1,2,2,2,0,1
0,Pacific,2005,12.0,1,1,1,2,2,2,0,1
0,Pacific,2017,7.0,0,3,3,2,2,2,2,1
0,Pacific,2008,4.0,1,3,1,0,0,1,0,0
0,Pacific,2008,11.0,1,3,1,0,0,1,0,0
0,Pacific,2009,3.0,1,1,0,0,0,0,0,1
0,Pacific,2009,6.0,1,1,0,0,0,0,0,1
0,Pacific,2010,3.0,1,1,0,0,0,0,0,1
0,Pacific,2010,6.0,1,1,0,0,0,0,0,1
0,Pacific,2011,3.0,1,1,0,0,0,0,0,1
0,Pacific,2011,6.0,1,1,0,0,0,0,0,1
0,Pacific,2012,5.0,1,1,0,0,0,0,0,1
0,Pacific,2012,6.0,1,1,0,0,0,0,0,1
0,Pacific,2013,6.0,1,1,0,0,0,0,0,1
0,Pacific,2013,8.0,1,1,0,0,0,0,0,1
0,Pacific,2014,5.0,1,1,0,0,0,0,0,1
0,Pacific,2014,6.0,1,1,0,0,0,0,0,1
0,Pacific,2004,4.0,1,1,1,2,2,2,0,1
0,Pacific,2004,11.0,1,1,1,2,2,2,0,1
0,Pacific,2007,4.0,0,2,1,1,0,1,0,0
0,Pacific,2007,7.0,0,2,1,1,0,1,0,0
0,Pacific,2003,3.0,1,1,0,0,0,0,0,1
0,Pacific,2003,6.0,1,1,0,0,0,0,0,1
0,Pacific,2005,6.0,1,1,0,0,0,0,0,1
0,Pacific,2005,9.0,1,1,0,0,0,0,0,1
0,Pacific,2006,3.0,1,1,0,0,0,0,0,1
0,Pacific,2006,6.0,1,1,0,0,0,0,0,1
0,Pacific,2007,3.0,1,1,0,0,0,0,0,1
0,Pacific,2007,6.0,1,1,0,0,0,0,0,1
0,Pacific,2008,5.0,1,1,0,0,0,0,0,1
0,Pacific,2008,8.0,1,1,0,0,0,0,0,1
0,Pacific,2007,5.0,0,2,1,0,0,0,0,0
0,Pacific,2007,7.0,0,2,1,0,0,0,0,0
0,Pacific,2003,3.5,1,2,0,2,2,2,0,0
0,Pacific,2003,10.0,1,2,0,2,2,2,0,0
0,Pacific,2003,3.0,1,2,0,1,1,1,0,1
0,Pacific,2003,9.5,1,2,0,1,1,1,0,1
0,Pacific,2003,4.0,1,2,0,2,0,1,0,1
0,Pacific,2007,6.0,0,1,0,0,0,0,0,0
0,Pacific,2007,10.0,0,1,0,0,0,0,0,0
0,Pacific,2008,6.0,1,3,0,0,0,0,0,0
0,Pacific,2008,12.0,1,3,0,0,0,0,0,0
0,Pacific,2006,5.0,0,2,2,2,2,0,0,2
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,9.5,1,1,0,0,0,0,0,0
